config,backend,language,split,file_id,reference,hypothesis,hypothesis_raw,wer,cer,latency_sec,rtf,audio_duration_sec,ref_words,hyp_words,word_ratio,error
local_whisper_fi,local_whisper,fi,2016-dev-seen,jyri_hakamies_02376,energiapaletti se perustuu yhtäältä ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta mutta mielestäni kunnianhimon tasoa on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energiailmastostrategia uudistetaan ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen,se perustuu yhtäältä ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta mutta mielestäni kunnianhimo tasoa on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energia ja ilmastostrategiaa uudistetaan ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen,"Se perustuu yhtäältä ydinvoiman lisäämiseen ja toisaalta vahvoihin panostuksiin uusiutuvan energian osalta. Mutta mielestäni kunnianhimo tasoa on syytä nostaa ja sitä hallitus tulee tämän syksyn aikana käsittelemään ja energia- ja ilmastostrategiaa uudistetaan, ajastetaan tämän syksyn aikana ja eduskunta saa sen sitten käsiteltäväkseen.",0.121951,0.06087,4.099,0.2151,19.056,41,42,1.024,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jyri_hakamies_02695,sen yhtiön enemmistö on on on eduskuntavaltuuden takana ja yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä että siinä mielessä,länen yhtiön enemmistön on eduskuntavaltuuden takana ja yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä,Länen yhtiön enemmistön on eduskuntavaltuuden takana ja yrityksellä on hyvin keskeinen ja tärkeä rooli energiayhtiönä.,0.35,0.2,2.151,0.2474,8.696,20,15,0.75,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jari_koskinen_02952,on kerrottu että se on edelleenkin meille tärkeä jatkossa ja edelleenkin sen pitää olla samalla tavalla tuotantoon sidottua tukea ja myös mukana oltava investointituet koska se kokonaisuus on meidän mielestämme järkevin ja toiminut tähänkin asti,on kerrottu että se on edelleenkin meille tärkeä jatkossa ja edelleenkin sen pitää olla samalla tavalla tuotantoasioiduttua tukea ja myös mukana investointituet koska se kokonaisuus on meidän mielestämme järkevin ja toiminut tähänkin asti,"On kerrottu, että se on edelleenkin meille tärkeä jatkossa ja edelleenkin sen pitää olla samalla tavalla tuotantoasioiduttua tukea ja myös mukana investointituet, koska se kokonaisuus on meidän mielestämme järkevin ja toiminut tähänkin asti.",0.085714,0.04898,2.805,0.2384,11.763,35,33,0.943,
local_whisper_fi,local_whisper,fi,2016-dev-seen,carl_haglund_02557,taustalla on etenkin se että on haluttu päivittää tätä nykyistä puitelakia jossa suuri yhteiskunnallinen muutos on se tosiasia että liian harva suomalainen liikkuu ja on liian monia suomalaisia jotka sitten eivät liiku,taustalla on etenkin se että on haluttu päivittää tätä nykyistä puitelakia jossa suuri yhteiskunnallinen muutos on se tosiasia että liian harva suomalainen liikkuu ja on liian monia suomalaisia jotka sitten eivät liiku,"Taustalla on etenkin se, että on haluttu päivittää tätä nykyistä puitelakia, jossa suuri yhteiskunnallinen muutos on se tosiasia, että liian harva suomalainen liikkuu ja on liian monia suomalaisia, jotka sitten eivät liiku.",0.0,0.0,2.614,0.1623,16.107,32,32,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jouni_backman_01836,se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto jolla valtio olisi panostamassa yritystoimintaan,se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto jolla valtio olisi panostamassa yritystoimintaan,"Se millä tavalla se muistuttaa taas sitä keskustan ajattelutapaa on tämä miljardiluokan rahasto, jolla valtio olisi panostamassa yritystoimintaan.",0.0,0.0,2.273,0.1943,11.694,18,18,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jan_vapaavuori_05850,se johtuu eun pankkikriisin seurauksena syntyneestä pankkisääntelystä joka kiristää vakavaraisuusvaatimuksia,se johtuu eu n pankkikriisin seurauksena syntyneestä pankkisääntelystä joka kiristää vakavaraisuusvaatimuksia,"Se johtuu EU:n pankkikriisin seurauksena syntyneestä pankkisääntelystä, joka kiristää vakavaraisuusvaatimuksia.",0.2,0.009259,1.762,0.2676,6.584,10,11,1.1,
local_whisper_fi,local_whisper,fi,2016-dev-seen,anne_mari_virolainen_04370,liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyy kannanoton jonka mukaan mahdollisuudet tie ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella,liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyy kannanoton jonka mukaan mahdollisuudet tie ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella,"Liikennepoliittisen selonteon käsittelyn yhteydessä eduskunta hyväksyy kannanoton, jonka mukaan mahdollisuudet tie- ja liikennerahastojen käyttämiseen on selvitettävä tällä hallituskaudella.",0.0,0.0,2.241,0.2197,10.203,18,18,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,anne_mari_virolainen_04368,koska jo vuosien ajan korjausvelkaa on kerätty runsaasti on aivan ilmeistä että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta,koska jo vuosien ajan korjausvelkaa on kerätty runsaasti on aivan ilmeistä että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta,"Koska jo vuosien ajan korjausvelkaa on kerätty runsaasti, on aivan ilmeistä, että perusväylänpidon rahoitus on tällä hetkellä pahasti jäljessä tavoitetasosta.",0.0,0.0,2.361,0.2896,8.151,20,20,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,carl_haglund_02577,lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta huippu urheilusta ja terveyttä ja hyvinvointia edistävästä liikunnasta lain sovinto,lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta huippu urheilusta ja terveyttä ja hyvinvoinnista edistävästä liikunnasta lain sovinta,"Lakiin on myös lisätty hajanaisen käsitekentän yhtenäistämiseksi määritelmät liikunnasta, huippu-urheilusta ja terveyttä ja hyvinvoinnista edistävästä liikunnasta lain sovinta.",0.105263,0.023256,2.869,0.2169,13.224,19,19,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,eero_suutari_02912,yliopistokeskuksia kehitetään erityisesti aikuisväestön koulutus ja osaamistason nostamisen alueellisina koordinaatio ja resurssikeskuksina sekä alueen tarpeita tukevaan tutkimustoimintaan tukevaan tutkimustoimintaan jossa tehtävässä ne toimivat tiiviissä yhteistyössä alueiden ja niiden,yliopistokeskuksia kehitetään erityisesti aikkuusväestön koulutus ja osaamistason nostamisen alueellisina koordinaatio ja resurssikeskuksina sekä alueen tarpeita tukevaan tutkimustoimintaan jossa tehtävässä ne toimivat tiiviissä yhteistyössä alueiden ja niiden yhteistyössä,"Yliopistokeskuksia kehitetään erityisesti aikkuusväestön koulutus- ja osaamistason nostamisen alueellisina koordinaatio- ja resurssikeskuksina sekä alueen tarpeita tukevaan tutkimustoimintaan, jossa tehtävässä ne toimivat tiiviissä yhteistyössä alueiden ja niiden yhteistyössä.",0.142857,0.149826,3.898,0.2242,17.384,28,27,0.964,
local_whisper_fi,local_whisper,fi,2016-dev-seen,eero_suutari_02947,vesihuoltohankkeet ovat haja asutusalueilla monessa mielessä tarpeellisia ja perusteltuja,vesihuoltohankkeet ovat haja asutusalueilla monessa mielessä tarpeellisia ja perusteltuja,Vesihuoltohankkeet ovat haja asutusalueilla monessa mielessä tarpeellisia ja perusteltuja.,0.0,0.0,1.435,0.1902,7.544,9,9,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jari_koskinen_02773,ne pitää suunata uudestaan mutta olen kovin huolissani että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtiolta vähän rahaa,ne pitää suunnata uudestaan mutta olen kovin huolissani että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se että siihen saa valtioilta vähän rahaa,"Ne pitää suunnata uudestaan, mutta olen kovin huolissani, että jos metsänomistajan ainoa motiivi tehdä metsässä uudistustöitä tai nuoren metsän hoitotöitä on se, että siihen saa valtioilta vähän rahaa.",0.071429,0.010256,3.486,0.2844,12.257,28,28,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jouni_backman_01871,allekirjoittanut kaupunginvaltuuston puheenjohtajana ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puoleen ja nyt niitä palautetaan takaisin kunnan omaan työhön,allekirjoittaneen kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin missä on yksityistetty sosterin puolella ja nyt niitä palautetaan takaisin kunnanomaan työhön,"allekirjoittaneen kaupunginvaltuuston puheenjohtaja ei ole voinut vaikuttaa niihin päätöksiin, missä on yksityistetty sosterin puolella ja nyt niitä palautetaan takaisin kunnanomaan työhön.",0.227273,0.047872,2.252,0.2764,8.148,22,21,0.955,
local_whisper_fi,local_whisper,fi,2016-dev-seen,anne_mari_virolainen_04355,sitä odotellessa toivomme tästä salista kaikilta kaikilta kannatusta istanbulin sopimuksen eteenpäinviemiseen edustaja tossavainen poissa,sitä odotellessa toivomme tästä salista kaikilta kannatusta istanbulin sopimuksen eteenpäinviemiseen,Sitä odotellessa toivomme tästä salista kaikilta kannatusta Istanbulin sopimuksen eteenpäinviemiseen.,0.285714,0.270073,2.26,0.186,12.152,14,10,0.714,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jari_koskinen_03001,ja kyl se meidän toivomus on kaikkien se että markkinat toimisi paremmin ja kysyntää olisi sillä tavalla että syntyisi myös semmoista energiantuotantoa ettei aina kysyttäisi sitä paljonko pitää maksaa tukea elikkä että löytyisi sitten ihan kannattavaa toimintaa,ja tietysti meidän toivomus on kaikki se että ne markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla että ei syntyisi myös semmoista energiantuotantoa että ei aina kysytä sitä paljonko pitää maksaa tukea elikkä että löytyisi sitten ihan kannattavaa toimintaa,"Ja tietysti meidän toivomus on kaikki se, että ne markkinat toimisivat paremmin ja kysyntä olisi sillä tavalla, että ei syntyisi myös semmoista energiantuotantoa, että ei aina kysytä sitä, paljonko pitää maksaa tukea. Elikkä, että löytyisi sitten ihan kannattavaa toimintaa.",0.27027,0.095785,2.822,0.2209,12.779,37,39,1.054,
local_whisper_fi,local_whisper,fi,2016-dev-seen,eero_suutari_02863,sulussa kulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulku kiinni että emo yhtiö emo yliopistolle muun muassa,sulussa koulutustason nosto asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulkiin että emo yliopistolle muun muassa,"Sulussa koulutustason nosto, asiantuntemusta ja tutkimustoimintaa yritysten ja julkisen sektorin käyttöön sulkiin, että emo yliopistolle muun muassa.",0.25,0.1,2.51,0.2377,10.56,20,17,0.85,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jyri_hakamies_02477,eli eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskuntaseuranta eduskuntavalmistelu olisi siinä tiiviisti mukana kriisihallinnan,eli ihan perustuslain mukaan että valtioneuvosto valmistelee mutta eduskuntaseuranta eduskuntavalmistelu olisi siinä tiiviisti mukana,"Eli ihan perustuslain mukaan, että valtioneuvosto valmistelee, mutta eduskuntaseuranta, eduskuntavalmistelu olisi siinä tiiviisti mukana.",0.125,0.130719,1.844,0.171,10.784,16,14,0.875,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jouni_backman_01973,se on ongelma niin yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua,se on ongelma yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua,Se on ongelma yksittäisten kansalaisten koko yhteiskunnan tasolla ja siihen pitää määrätietoisesti puuttua.,0.071429,0.045045,1.624,0.1709,9.504,14,13,0.929,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jyri_hakamies_02433,tähän tämä team finland juuri tähtää että kun se koostuu se ohjausryhmä yrityksien edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkätyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,tähän tämä team finland juuri tähtää kun se ohjausryhmä koostuu yrityksen edustajista että me saisimme entistä suorempaa entistä parempaa palautetta yrityksiltä mihin halutaan näitä vientiponnisteluja kohdistaa minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa joihin pyrkisimme vaikuttamaan,"Tähän tämä Team Finland juuri tähtää, kun se ohjausryhmä koostuu yrityksen edustajista, että me saisimme entistä suorempaa, entistä parempaa palautetta yrityksiltä, mihin halutaan näitä vientiponnisteluja kohdistaa. Minkä tyyppisiä kauppapoliittisia esteitä eri puolilla maailmaa on olemassa, joihin pyrkisimme vaikuttamaan?.",0.179487,0.08,3.708,0.2067,17.936,39,38,0.974,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jan_vapaavuori_05829,pekka ala pietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälin tarkasteluun ja sen ensimmäiseen kehysriiheen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa niin mahdollisimman,pekka alapietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälintarkasteluun ja sen ensimmäisen kehysriiheen siitä tietenkin ne osat jotka arvioidaan voitavan toteuttaa mahdollisimman nopeasti,"Pekka Alapietilä tulee luovuttamaan raporttinsa tammikuussa ja sen jälkeen viedään heti puolivälintarkasteluun ja sen ensimmäisen kehysriiheen. Siitä tietenkin ne osat, jotka arvioidaan voitavan toteuttaa mahdollisimman nopeasti.",0.25,0.075556,2.671,0.2309,11.568,28,26,0.929,
local_whisper_fi,local_whisper,fi,2016-dev-seen,eero_suutari_02918,ja tätä pankkisektorin vakauttamistahan me ollaan täällä juuri tekemässä tällä päätöksellä että saadaan korot alas,tätä pankkisektorin vakauttamistahan me olemme täällä juuri tekemässä tällä päätöksellä että saadaan korot alas,"Tätä pankkisektorin vakauttamistahan me olemme täällä juuri tekemässä tällä päätöksellä, että saadaan korot alas.",0.133333,0.061404,2.254,0.3246,6.943,15,14,0.933,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jan_vapaavuori_05911,viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt ihmiset ovat tulleet varovaisemmiksi asuntoja ei ole haluttu ostaa uskallettu ottaa lainaa tai ajateltu että ei kannata ostaa jos vaikkapa asuntojen hinnat laskevat,viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt ihmiset ovat tulleet varovaisemmiksi asuntoja ei ole haluttu ostaa uskallettu ottaa lainaa tai ajateltu että ei kannata ostaa jos vaikkapa asuntojen hinnat laskevat,"Viimeaikaisten tapahtumien johdosta kysyntä on heikentynyt. Ihmiset ovat tulleet varovaisemmiksi. Asuntoja ei ole haluttu ostaa, uskallettu ottaa lainaa tai ajateltu, että ei kannata ostaa, jos vaikkapa asuntojen hinnat laskevat.",0.0,0.0,2.845,0.1693,16.808,29,29,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,jouni_backman_01835,tämä viron malli on tutkittu hyvin tarkkaan useammankin ihan kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä että vertailumaihin esimerkiksi latviaan liettuaan verrattuna virossa olisi tapahtunut työllisyyden tai yritystoiminnan osalta mitään sellaista positiivista mitä ei olisi liettuassa latviassa tapahtunut,tämä viron malli on tutkittu hyvin tarkkaan useammankin ihan kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä että vertailun maihin esimerkiksi latviaan ja liettuaan verrattuna virossa olisi tapahtunut työllisyyden tai yritystoiminnan osalta mitään sellaista positiivista mitä ei olisi liettuassa latviassa tapahtunut,"Tämä Viron malli on tutkittu hyvin tarkkaan useammankin ihan kansainvälisen tutkimuksen perusteella ja ei ole mitään evidenssiä siitä, että vertailun maihin, esimerkiksi Latviaan ja Liettuaan verrattuna Virossa olisi tapahtunut työllisyyden tai yritystoiminnan osalta mitään sellaista positiivista, mitä ei olisi Liettuassa Latviassa tapahtunut.",0.075,0.014881,3.92,0.1937,20.24,40,42,1.05,
local_whisper_fi,local_whisper,fi,2016-dev-seen,hanna_tainio_01934,yhteiskunnalle syntyvä säästö olisi siis merkittävä,yhteiskunnalle syntyvä säästö olisi siis merkittävä,Yhteiskunnalle syntyvä säästö olisi siis merkittävä.,0.0,0.0,1.237,0.3699,3.344,6,6,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,leena_rauhala_04206,tutkintotavoitteiden ja toteutumisen ohella opiskelijaopettaja suhteen tulee tulee olla yksi keskeinen koulutuksen laadun indikaattoreista samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen,tutkintotavoitteiden ja toteutumisen ohella opiskelija opettaja suhteen tulee olla yksi keskeinen koulutuksen laadun indikaattoreista samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen,"Tutkintotavoitteiden ja toteutumisen ohella opiskelija-opettaja suhteen tulee olla yksi keskeinen koulutuksen laadun indikaattoreista, samoin muun muassa opetushenkilökunnan pedagoginen pätevyys ja henkilöstön osaamisen kehittäminen.",0.125,0.029661,3.07,0.1857,16.528,24,24,1.0,
local_whisper_fi,local_whisper,fi,2016-dev-seen,anne_mari_virolainen_04307,olen jutellut mikkeliläisen akseli kauppakeskuksen yrittäjän kanssa ja hän sanoi että he tekevät tapauskohtaisesti niitä sopimuksia että jos on sesonkiluonteisesta myynnistä kysymys niin sitä voidaan jaksottaa koko vuoden ajalle eikä vain yksi,olen jutellut mikkeliläisen akselikauppakeskuksen yrittäjän kanssa ja hän sanoi että he tekevät tapauskohtaisesti niitä sopimuksia että jos on sesonkiluonteisista myynnistä kysymys niin sitä voidaan jaksottaa koko vuoden ajalle eikä vain yksimielisesti,"Olen jutellut Mikkeliläisen akselikauppakeskuksen yrittäjän kanssa ja hän sanoi, että he tekevät tapauskohtaisesti niitä sopimuksia, että jos on sesonkiluonteisista myynnistä kysymys, niin sitä voidaan jaksottaa koko vuoden ajalle eikä vain yksimielisesti.",0.125,0.049383,2.868,0.2053,13.97,32,31,0.969,
local_whisper_fi,local_whisper,fi,2016-dev-seen,leena_rauhala_04122,ja haluaisin oikeastaan opetusministeri teille esittää kysymyksen koska te olette korostanut juuri tätä oppimisympäristöä ja tasavertaista koulutusta ja monia hyviä,minä haluaisin oikeastaan opetusministeri teille esittää kysymyksen koska te olette korostaneet juuri tätä oppimusympäristöä ja tasavertaista koulutusta ja monia hyviä asioita,"Minä haluaisin oikeastaan opetusministeri teille esittää kysymyksen, koska te olette korostaneet juuri tätä oppimusympäristöä ja tasavertaista koulutusta ja monia hyviä asioita.",0.2,0.091463,2.513,0.2556,9.832,20,21,1.05,
local_whisper_fi,local_whisper,fi,2016-dev-seen,leena_rauhala_04199,mietinnöissään tätä on nostettu esille ja niin se on myös tässä tässä yliopistolain mietinnössäkin tähän niin sanottuun leipätekstiin tänne sisälle sisälle kirjattu tämä opiskelijaopettaja suhde että se on meillä suomessa erittäin huono ja siihen tulisi,tätä on nostettu esille ja niin se on myös tässä yliopistolain mietinnössäkin tähän niin sanottuun leipätekstiin tänne sisälle kirjattu tämä opiskelija opettaja suhde on meillä suomessa erittäin huono ja siihen tulisi puuttua,Tätä on nostettu esille ja niin se on myös tässä yliopistolain mietinnössäkin tähän niin sanottuun leipätekstiin tänne sisälle kirjattu. Tämä opiskelija-opettaja suhde on meillä Suomessa erittäin huono ja siihen tulisi puuttua.,0.228571,0.181818,3.029,0.128,23.664,35,32,0.914,
local_whisper_fi,local_whisper,fi,2016-dev-seen,carl_haglund_02760,en itse usko että se murentuu kunhan me myös kyemme päättäjinä tämä on meidän yhteinen asiamme ylläpitämään silti semmoista myönteistä henkeä mitä tulee maanpuolustuksen tulevaisuuteen,en itse usko että se murentuu kunhan me myös kyemme päättäjinä että on meidän yhteinen asia hyvä pitämään silti semmoista myönteistä henkeä mitä tulee maanpuolustuksen tuevaisuuteen,"En itse usko, että se murentuu, kunhan me myös kyemme päättäjinä, että on meidän yhteinen asia hyvä pitämään silti semmoista myönteistä henkeä, mitä tulee maanpuolustuksen tuevaisuuteen.",0.2,0.059783,2.87,0.2931,9.792,25,26,1.04,
